gene	p_val	avg_diff	pct.1	pct.2	CellType	Exp	Exp+
Cd68	8.9592E-215	2.016879954	0.698	0.002	Macrophage	2.023781164	2.342793296
Clec4n	9.2203E-211	1.730838114	0.647	0.001	Macrophage	1.732775592	2.103090414
Ms4a6c	1.2183E-209	1.833040718	0.683	0.003	Macrophage	1.839351416	2.168333259
Stab1	5.1392E-202	2.166942004	0.662	0.003	Macrophage	2.17584249	2.549389935
Cd74	2.4024E-196	3.605885537	0.647	0.003	Macrophage	3.627920145	4.053173369
Folr2	7.5096E-196	1.845543997	0.619	0.002	Macrophage	1.849824793	2.268114062
Cybb	8.5955E-196	1.842074209	0.647	0.002	Macrophage	1.848189316	2.225722876
Ccl8	9.3627E-195	2.909918724	0.612	0.001	Macrophage	2.915925622	3.386485644
Trem2	6.0259E-194	1.707353596	0.59	0.001	Macrophage	1.708903181	2.159507477
Ighm	2.5808E-179	1.667052653	0.597	0.001	Macrophage	1.673416983	2.110459552
Fcgr3	5.8939E-178	1.666420142	0.655	0.063	Macrophage	1.754053671	2.116042123
H2-Aa	2.3016E-176	3.367730618	0.583	0.003	Macrophage	3.385429295	3.911223368
Grn	1.5365E-168	2.238328181	0.763	0.033	Macrophage	2.380738702	2.629572701
Hexb	4.764E-165	1.959432061	0.712	0.011	Macrophage	2.009451946	2.309463118
Hpgds	5.6961E-163	1.507318287	0.554	0.004	Macrophage	1.514693386	2.002139089
Unc93b1	1.2185E-162	1.773170148	0.683	0.01	Macrophage	1.80800923	2.135303149
Alox5ap	1.4687E-150	1.573544186	0.547	0.004	Macrophage	1.584022605	2.090171492
H2-Eb1	2.5807E-148	2.90427514	0.489	0.005	Macrophage	2.922153027	3.609244733
Lilrb4	2.5177E-147	1.361274325	0.482	0.001	Macrophage	1.364035307	1.951779223
C3ar1	1.02E-139	1.2116895	0.446	0.001	Macrophage	1.212930447	1.840299607
Fcrls	9.9244E-139	1.24966671	0.46	0.001	Macrophage	1.252341684	1.86042785
P2ry12	3.1361E-138	1.181279513	0.446	0.001	Macrophage	1.182918565	1.804262111
Pld4	9.9896E-136	1.422640199	0.489	0.003	Macrophage	1.428990242	2.013437195
Gpr34	4.5871E-132	1.278091327	0.432	0.001	Macrophage	1.28013636	1.948290878
Ncf1	3.4896E-131	1.190088788	0.424	0.001	Macrophage	1.191659393	1.856465087
Clec12a	1.7174E-127	1.189956848	0.417	0.001	Macrophage	1.192251456	1.871627484
Clec10a	5.2121E-119	1.330738317	0.432	0.014	Macrophage	1.350148758	2.030911786
Adgre1	1.1138E-116	1.289962691	0.424	0.003	Macrophage	1.296027984	1.981610047
Bin1	4.8713E-115	1.532143043	0.59	0.014	Macrophage	1.590215205	2.030660821
H2-DMa	3.333E-114	1.534423899	0.468	0.021	Macrophage	1.569943634	2.212637562
Slc9a9	9.5344E-113	1.089247191	0.424	0.003	Macrophage	1.095189404	1.738308324
Trf	3.7402E-111	1.492586965	0.604	0.015	Macrophage	1.581702376	2.000496031
Lair1	1.0982E-107	1.227611414	0.432	0.003	Macrophage	1.237889646	1.897913854
Spi1	9.9314E-107	1.267200916	0.468	0.006	Macrophage	1.284828349	1.88555944
Ms4a6d	2.561E-106	1.021137054	0.353	0.001	Macrophage	1.022940557	1.800595314
Myo5a	4.203E-106	1.796854125	0.647	0.053	Macrophage	1.968672569	2.352857573
Clec4a3	1.2661E-102	1.107136055	0.324	0	Macrophage	1.107701571	1.982708848
Cd163	5.3096E-102	1.719952155	0.331	0.001	Macrophage	1.722557348	2.701123568
Ccl24	1.3291E-101	1.021962865	0.331	0	Macrophage	1.023073237	1.853783104
Ctsa	6.4137E-97	1.525265964	0.568	0.021	Macrophage	1.615438467	2.090742825
Gpr183	3.25859E-96	0.923652627	0.317	0	Macrophage	0.924666132	1.758730083
Slc40a1	2.16927E-95	1.194196042	0.367	0.002	Macrophage	1.201030911	1.992355989
Ptpn6	1.51334E-93	1.064261932	0.388	0.006	Macrophage	1.075272942	1.786747514
Sirpa	7.37322E-93	1.178493473	0.432	0.01	Macrophage	1.199193312	1.851400912
Cmah	4.51858E-89	1.164430033	0.338	0.002	Macrophage	1.1695704	2.023840603
Tnfaip8l2	1.11265E-88	0.790172501	0.302	0	Macrophage	0.792370213	1.609432648
Fcgr1	1.4539E-88	0.85876735	0.281	0	Macrophage	0.859275444	1.766842287
Ccl2	3.94043E-88	1.715387111	0.331	0.001	Macrophage	1.728557628	2.707935434
Rin2	2.06424E-87	1.404324822	0.525	0.04	Macrophage	1.494940289	2.026363618
Fam213b	3.08598E-85	1.06721636	0.388	0.004	Macrophage	1.084615888	1.798539385
Mpeg1	2.38727E-83	1.446836957	0.432	0.01	Macrophage	1.487793572	2.190529901
Lst1	1.04606E-81	1.089982621	0.331	0.003	Macrophage	1.096742279	1.949694701
Cd209f	1.24078E-81	1.659463646	0.266	0.002	Macrophage	1.66316048	2.836955638
Clec4a1	3.46497E-81	0.871229656	0.273	0.001	Macrophage	0.872624235	1.807651909
Il6ra	5.14628E-81	1.232583403	0.518	0.021	Macrophage	1.320839006	1.840929454
Pid1	2.10456E-80	1.160705045	0.424	0.008	Macrophage	1.195392477	1.860987161
P2ry13	5.51489E-80	0.808650455	0.266	0	Macrophage	0.809478349	1.737599376
AF251705	3.36568E-78	0.793576684	0.266	0	Macrophage	0.795175982	1.716285564
Ccl7	4.03693E-78	1.385690838	0.259	0	Macrophage	1.387453477	2.533795668
Colec12	2.21432E-77	1.098184196	0.381	0.008	Macrophage	1.120673285	1.859540546
Mafb	6.36964E-75	1.261581804	0.446	0.013	Macrophage	1.32751166	1.976003175
Timd4	1.08052E-74	0.768725037	0.245	0	Macrophage	0.769456494	1.746866644
Itgam	1.68226E-73	0.956113773	0.381	0.008	Macrophage	0.979855314	1.679758632
Man2b1	2.53887E-73	1.352403605	0.518	0.043	Macrophage	1.476257197	2.017378275
Plek	2.96439E-72	0.957390428	0.288	0.002	Macrophage	0.962437645	1.890517551
Camk1	4.59207E-72	1.167899511	0.432	0.014	Macrophage	1.224553104	1.881924291
Lpl	5.96356E-72	1.403158912	0.453	0.016	Macrophage	1.489166096	2.148882786
Abca9	8.75672E-72	1.246446809	0.475	0.039	Macrophage	1.341117516	1.938176007
Slc11a1	1.17954E-71	0.989002198	0.331	0.004	Macrophage	1.000815146	1.82437149
Ninj1	3.44546E-71	1.303794496	0.518	0.027	Macrophage	1.429014437	1.96413009
Rgs10	2.00596E-70	1.196747565	0.626	0.29	Macrophage	1.723020382	2.122464658
March1	2.83031E-70	0.854341143	0.281	0.002	Macrophage	0.859684291	1.76743021
Wwp1	6.44292E-70	1.367754677	0.612	0.157	Macrophage	1.742271668	2.163636411
Slco2b1	1.01527E-69	0.976090134	0.403	0.01	Macrophage	1.018401516	1.68460631
Lpcat2	5.72294E-69	0.7542747	0.259	0.001	Macrophage	0.756647268	1.680339287
Ddx60	1.00134E-68	1.320808908	0.403	0.018	Macrophage	1.368916133	2.113284621
Lyn	1.01747E-68	0.874072372	0.273	0.001	Macrophage	0.878836131	1.816560146
Igsf6	2.36911E-68	0.816750195	0.237	0	Macrophage	0.81827455	1.846091707
Cd86	1.99299E-67	0.900123361	0.281	0.004	Macrophage	0.907265327	1.835153672
Gns	2.62631E-67	1.297865999	0.532	0.057	Macrophage	1.45858033	1.973854395
Ltc4s	4.52516E-66	1.095346154	0.353	0.009	Macrophage	1.120734096	1.926265342
Syk	7.53097E-66	0.901916516	0.331	0.005	Macrophage	0.923275049	1.720183862
Rnasel	8.32918E-66	1.188143759	0.468	0.022	Macrophage	1.292369809	1.894397982
Pip4k2a	2.33141E-64	1.115338251	0.367	0.01	Macrophage	1.157735295	1.938594067
Nrp2	2.50999E-64	1.222712262	0.482	0.045	Macrophage	1.334948773	1.918178143
Lmo2	9.23203E-64	0.977897582	0.374	0.01	Macrophage	1.02623254	1.755481279
Hacd4	2.87007E-63	0.886180076	0.317	0.006	Macrophage	0.904816311	1.731395768
Aoah	4.42786E-63	0.710991787	0.237	0.003	Macrophage	0.714657395	1.685526615
Rassf4	4.54477E-63	0.913693689	0.288	0.017	Macrophage	0.936976466	1.855372388
AI607873	8.75704E-63	1.011701089	0.374	0.01	Macrophage	1.056689228	1.794574298
Fam111a	1.43307E-62	1.015097504	0.353	0.008	Macrophage	1.054149753	1.841084858
Adap2	1.64608E-62	0.99113493	0.324	0.005	Macrophage	1.017910813	1.865524687
Rnf150	1.00172E-61	0.910444486	0.295	0.004	Macrophage	0.925428238	1.81859072
Cfp	1.88931E-61	0.892871695	0.302	0.004	Macrophage	0.909353283	1.776152517
Pla2g15	2.93778E-59	0.856532344	0.331	0.008	Macrophage	0.881856584	1.663340479
Snx2	3.28875E-58	1.287592946	0.496	0.079	Macrophage	1.484643872	2.063852698
Ogfrl1	1.72107E-57	0.930266997	0.353	0.01	Macrophage	0.975527661	1.738339832
Clec4a2	4.30568E-57	1.201224661	0.511	0.102	Macrophage	1.434329597	1.982184721
Lyl1	9.54045E-57	0.727885962	0.237	0.004	Macrophage	0.733898111	1.716049038
Hexa	4.74171E-56	1.152107057	0.59	0.258	Macrophage	1.642806607	2.087915465
Nrros	3.93079E-55	0.889027535	0.324	0.028	Macrophage	0.935106345	1.754404934
Man1a	1.05524E-54	0.887268376	0.324	0.008	Macrophage	0.922675254	1.737442971
Snx5	1.40931E-54	1.255866617	0.597	0.096	Macrophage	1.557234236	1.984152616
Cltc	2.8917E-52	1.236825892	0.604	0.186	Macrophage	1.666924839	2.092927781
Tpd52	6.25456E-52	1.028023333	0.432	0.032	Macrophage	1.148510032	1.789911157
Gltp	1.01391E-50	0.906397374	0.367	0.019	Macrophage	0.9759244	1.706005955
Il10rb	1.47388E-50	0.995372748	0.353	0.015	Macrophage	1.058282085	1.846418101
Kctd12	2.74727E-50	0.825781336	0.353	0.015	Macrophage	0.891550665	1.625665941
Gusb	1.10528E-49	0.912089841	0.374	0.023	Macrophage	0.985927826	1.703213222
Gngt2	1.91079E-49	0.891231398	0.309	0.009	Macrophage	0.934364991	1.791131013
Fam46a	1.05578E-48	1.023251101	0.36	0.018	Macrophage	1.101582412	1.884765125
Bank1	4.69764E-48	0.742274784	0.216	0.002	Macrophage	0.749111089	1.819166795
Pepd	3.43042E-47	1.041933392	0.396	0.034	Macrophage	1.152460862	1.867795379
Gm4951	3.9496E-47	0.930451679	0.237	0.004	Macrophage	0.947314723	2.034704904
Sesn1	8.23112E-47	0.977013617	0.41	0.038	Macrophage	1.092142041	1.763018856
Apobec1	1.27404E-46	0.734581412	0.216	0.002	Macrophage	0.743131641	1.809647539
Gcnt1	1.79686E-46	0.7305289	0.216	0.002	Macrophage	0.740845887	1.805999691
Tpp1	3.96934E-46	0.770277805	0.331	0.015	Macrophage	0.836642838	1.600247549
Ifi30	7.17206E-46	0.992949995	0.345	0.017	Macrophage	1.065928558	1.873695264
Tmem106a	8.39695E-46	0.79233296	0.273	0.046	Macrophage	0.856419316	1.784298632
Parp14	3.24486E-45	0.770691029	0.295	0.012	Macrophage	0.803615191	1.645231433
Trex1	5.27541E-45	0.719125886	0.252	0.005	Macrophage	0.738292487	1.674893884
Stx7	2.08244E-44	1.039206476	0.417	0.036	Macrophage	1.19395804	1.873700419
Ang	3.38748E-44	0.718259278	0.237	0.004	Macrophage	0.734802995	1.717476082
Tep1	5.28339E-44	0.846702259	0.324	0.038	Macrophage	0.911959185	1.722758831
Coro1b	2.24868E-43	1.077030585	0.568	0.181	Macrophage	1.477243947	1.93853923
Cndp2	5.85343E-43	0.939774106	0.439	0.118	Macrophage	1.143793968	1.770421045
Msr1	1.30475E-42	0.91050859	0.345	0.077	Macrophage	1.046783951	1.848907793
Mertk	2.06421E-42	0.883196097	0.331	0.018	Macrophage	0.969232628	1.782268969
Sp140	2.9398E-42	0.738834936	0.216	0.004	Macrophage	0.752136992	1.823971234
Mpp1	4.96331E-42	0.835816085	0.273	0.009	Macrophage	0.872330866	1.807230605
Gbp2	7.92108E-42	0.868853107	0.266	0.008	Macrophage	0.915107452	1.890703715
Mylip	1.38891E-41	0.852458722	0.266	0.009	Macrophage	0.88677486	1.850339075
Mtss1	7.55592E-41	0.889593785	0.338	0.03	Macrophage	0.980992037	1.780085244
Lamp1	1.68601E-40	0.861890369	0.806	0.591	Macrophage	2.382933997	2.580821683
Ucp2	5.17377E-39	0.755110707	0.302	0.015	Macrophage	0.816632103	1.644705578
Mef2a	5.53181E-39	1.137513441	0.54	0.136	Macrophage	1.548094899	2.062037471
Abhd12	6.77152E-39	0.939321509	0.424	0.134	Macrophage	1.175461074	1.836801556
Cyfip1	1.27078E-38	0.927031561	0.396	0.037	Macrophage	1.090619717	1.790790459
Cxcl16	1.29101E-37	1.087000694	0.281	0.024	Macrophage	1.155278828	2.169236213
Tmem37	1.90676E-37	0.788805415	0.309	0.027	Macrophage	0.856888469	1.683201993
Ddx26b	2.90822E-37	1.023072043	0.388	0.038	Macrophage	1.199600499	1.94143433
P2rx4	3.32029E-37	0.748141784	0.317	0.021	Macrophage	0.831541908	1.628630729
Itsn1	1.51364E-36	0.990697904	0.46	0.132	Macrophage	1.26124581	1.870947138
Pla2g7	2.80255E-36	0.95543555	0.518	0.135	Macrophage	1.297521666	1.814122749
Comt	3.69017E-36	0.917672079	0.367	0.036	Macrophage	1.06104111	1.816367538
Dram2	1.15246E-34	0.762776015	0.295	0.019	Macrophage	0.832471375	1.687121739
Cmtm3	1.26233E-34	0.706279676	0.295	0.019	Macrophage	0.792522584	1.628980706
Lgals3bp	3.01512E-34	0.794587824	0.302	0.02	Macrophage	0.877700323	1.731846375
Irf2bp2	8.22667E-34	0.871218175	0.338	0.033	Macrophage	0.992285463	1.795078491
B4galt6	4.16485E-33	0.714565871	0.23	0.009	Macrophage	0.748423279	1.764299396
Atp6ap1	4.85843E-33	0.763543463	0.345	0.035	Macrophage	0.911970641	1.670070403
Ptpra	2.05514E-32	0.901435568	0.446	0.086	Macrophage	1.158902074	1.775264417
2610001J05Rik	9.43237E-32	0.826730105	0.345	0.067	Macrophage	0.963477611	1.739334211
Arsb	1.59094E-31	0.740724566	0.273	0.023	Macrophage	0.799058815	1.700236352
Tbc1d4	2.72704E-30	0.838060649	0.252	0.014	Macrophage	0.910488758	1.931478561
Syngr2	3.01097E-30	0.910722731	0.324	0.032	Macrophage	1.056373579	1.916115954
Stx4a	4.97875E-30	0.790338172	0.381	0.051	Macrophage	1.022160449	1.734515934
Frmd4b	8.95856E-30	0.730032939	0.273	0.044	Macrophage	0.806996803	1.712005147
F830016B08Rik	1.1366E-29	0.706983125	0.223	0.018	Macrophage	0.745353818	1.785822386
Acp2	1.74018E-29	0.801484883	0.374	0.083	Macrophage	0.976213822	1.690520867
Fam3c	4.69701E-29	0.845110025	0.317	0.032	Macrophage	0.993936136	1.852587028
Spred1	4.86012E-29	0.746651347	0.302	0.03	Macrophage	0.863047386	1.71114261
Ubash3b	4.60573E-28	0.727447241	0.252	0.022	Macrophage	0.78957395	1.753620597
Necap2	6.61333E-28	0.754630497	0.338	0.108	Macrophage	0.947308275	1.735029627
Swap70	1.17858E-27	0.816506955	0.288	0.037	Macrophage	0.927157429	1.841726596
Srgap2	1.56608E-27	0.779879138	0.317	0.079	Macrophage	0.941421187	1.781645955
Naaa	1.35764E-26	0.807472627	0.216	0.014	Macrophage	0.867133449	2.000718018
Stard3nl	2.59272E-26	0.766810639	0.338	0.053	Macrophage	0.930607832	1.712497401
Camk1d	2.6527E-26	0.825625401	0.245	0.03	Macrophage	0.894185657	1.932811137
Abi1	5.49031E-26	0.904311974	0.417	0.081	Macrophage	1.216864846	1.901451923
Atp6v0b	6.92128E-26	0.865765718	0.496	0.162	Macrophage	1.322816741	1.879140377
Nckap1l	3.60919E-25	0.701083841	0.302	0.081	Macrophage	0.848577477	1.690572864
Lgals3	3.78387E-25	0.757257972	0.237	0.033	Macrophage	0.832013095	1.866724824
Sft2d1	6.51033E-25	0.728756561	0.338	0.078	Macrophage	0.903317973	1.675389323
Rnf13	8.71113E-25	0.795293186	0.324	0.083	Macrophage	0.974362468	1.807477436
Eps15	9.26482E-25	0.800131492	0.511	0.24	Macrophage	1.301457005	1.830383892
Fxyd2	2.48755E-24	0.747085688	0.317	0.084	Macrophage	0.906700131	1.733998722
Blvra	1.6731E-23	0.778295802	0.295	0.049	Macrophage	0.918852864	1.809453556
Bri3	2.45656E-23	0.776696107	0.482	0.171	Macrophage	1.209131866	1.770972459
Fcho2	1.82612E-22	0.770617998	0.353	0.078	Macrophage	1.038670831	1.821050095
Lrp6	4.14767E-22	0.702573025	0.273	0.033	Macrophage	0.842869312	1.764641496
Ptpn1	5.21603E-22	0.764668869	0.482	0.275	Macrophage	1.325122156	1.906791679
Pitpna	1.83686E-21	0.757025213	0.403	0.202	Macrophage	1.147197086	1.846090066
Mcl1	9.46731E-21	0.781545653	0.482	0.27	Macrophage	1.317378292	1.897805996
Tmed5	3.228E-20	0.735471666	0.396	0.157	Macrophage	1.096704451	1.798419635
Ap2a2	2.18521E-19	0.747374899	0.468	0.208	Macrophage	1.200112692	1.785453119
Ralbp1	2.30528E-19	0.715429173	0.525	0.271	Macrophage	1.463098557	1.990658656
Atp6v1e1	2.36114E-19	0.794831776	0.424	0.182	Macrophage	1.26344698	1.942819755
Atp6v0a1	2.12953E-18	0.697428573	0.281	0.08	Macrophage	0.870294234	1.782650778
Lamtor1	5.44543E-18	0.693908246	0.381	0.139	Macrophage	1.056914901	1.779004621
Pura	2.7511E-16	0.708092077	0.446	0.239	Macrophage	1.257475328	1.893398488
Ly6c1	0	3.061154364	0.922	0.015	Endothelial	3.155248554	3.233349297
Abcb1a	0	2.923573798	0.883	0.002	Endothelial	2.928711674	3.047210158
Ptprb	0	2.759189722	0.827	0.008	Endothelial	2.776412156	2.955744417
Adgrf5	1.00870359349614e-311	2.30065952	0.693	0.01	Endothelial	2.314516868	2.650788824
Ptn	2.7747E-286	3.180653872	0.749	0.007	Endothelial	3.219284767	3.498728158
Cldn5	1.4949E-278	2.179398764	0.665	0.001	Endothelial	2.199028945	2.569405773
Egfl7	3.1149E-259	2.280345451	0.737	0.019	Endothelial	2.340524672	2.619504076
Cd93	1.7599E-240	2.090026838	0.62	0.002	Endothelial	2.097622134	2.527725001
Mal	2.392E-240	2.147455059	0.62	0.003	Endothelial	2.156350166	2.589238892
Flt1	5.4364E-240	2.031562956	0.642	0.025	Endothelial	2.079444524	2.476176091
Kdr	9.101E-223	1.886594513	0.598	0.015	Endothelial	1.914792241	2.368241277
C130074G19Rik	2.8555E-214	2.298715793	0.665	0.01	Endothelial	2.349014964	2.724755302
Mmrn2	1.5901E-213	1.685179737	0.531	0	Endothelial	1.688020553	2.230771
Vwf	6.2539E-195	1.788012568	0.542	0.008	Endothelial	1.805687304	2.340082623
Sox18	7.6736E-193	1.594269116	0.486	0.01	Endothelial	1.606811707	2.219519064
Slco1a4	2.6326E-191	2.070694493	0.508	0.001	Endothelial	2.077673012	2.690661579
Palmd	2.8449E-187	1.759256974	0.492	0.004	Endothelial	1.767378581	2.386604034
Emcn	3.9582E-187	1.69859882	0.469	0	Endothelial	1.700781356	2.355451386
Cdh5	2.131E-186	1.942871711	0.615	0.013	Endothelial	1.995273161	2.428339412
Pecam1	4.7241E-182	1.628788718	0.475	0.002	Endothelial	1.633433965	2.269984377
Slc9a3r2	5.4891E-182	1.975469311	0.609	0.012	Endothelial	2.028433475	2.471660342
Slc39a8	1.0465E-176	1.484818241	0.408	0.17	Endothelial	1.732256595	2.518533566
Myct1	9.5919E-176	1.343863476	0.425	0	Endothelial	1.344406623	2.03853018
Sorbs2	1.3927E-173	1.806265722	0.553	0.017	Endothelial	1.853081001	2.372714527
Mfsd2a	6.7229E-173	1.880267216	0.52	0.005	Endothelial	1.901164162	2.481468089
Tmem88	1.8822E-172	1.592555644	0.514	0.009	Endothelial	1.611624777	2.175195528
Podxl	5.4946E-172	1.57647084	0.48	0.002	Endothelial	1.584325162	2.204695254
Abcg2	1.7679E-171	1.826843674	0.626	0.1	Endothelial	2.049507135	2.468983796
Tspan13	1.3663E-170	1.557750771	0.514	0.134	Endothelial	1.773125575	2.352588292
Fam101b	1.8021E-168	1.952990674	0.553	0.008	Endothelial	1.991058656	2.520354689
Sox17	2.8727E-167	1.512845759	0.464	0.063	Endothelial	1.602133124	2.256334276
Erg	1.4118E-164	1.645002512	0.514	0.004	Endothelial	1.663744655	2.232755532
Icam2	1.5822E-153	1.214582223	0.391	0	Endothelial	1.215988127	1.955818151
Ushbp1	4.1494E-149	1.315669446	0.385	0.001	Endothelial	1.31748499	2.090949894
Plk2	5.7052E-148	1.8265117	0.52	0.024	Endothelial	1.888824058	2.468167397
Eng	4.3896E-147	1.586782895	0.475	0.007	Endothelial	1.610951779	2.244901064
Tek	3.6323E-143	1.416890675	0.43	0.004	Endothelial	1.428159121	2.124842338
Tie1	1.2376E-141	1.228232288	0.363	0.001	Endothelial	1.230215799	2.037281025
Clic5	1.206E-127	1.366408263	0.374	0.003	Endothelial	1.376131394	2.186822683
Itm2a	2.0775E-123	1.599213974	0.508	0.016	Endothelial	1.670978909	2.250492537
Car4	7.8887E-121	1.62881508	0.352	0.004	Endothelial	1.638717283	2.548443233
Rbp7	3.5337E-118	1.517654854	0.313	0.006	Endothelial	1.528242372	2.52886939
Adgrl4	4.2535E-116	1.100680481	0.302	0.001	Endothelial	1.101837444	2.036240911
Clec14a	9.3939E-112	1.239183038	0.313	0.001	Endothelial	1.242958319	2.184017513
Gpcpd1	7.2139E-108	1.623355488	0.514	0.12	Endothelial	1.901014427	2.491217997
Rasip1	1.0163E-99	1.305925984	0.397	0.018	Endothelial	1.349955869	2.104561235
Ecscr	1.15819E-98	1.27673578	0.33	0.007	Endothelial	1.294181746	2.200972247
Plxnd1	7.64546E-98	1.282612326	0.374	0.009	Endothelial	1.313556543	2.112054515
Robo4	1.14398E-96	1.015854271	0.279	0.001	Endothelial	1.019204289	1.993357991
Clic4	1.81859E-96	1.379873095	0.536	0.137	Endothelial	1.671316985	2.203145847
Apbb2	4.1852E-95	1.291997961	0.38	0.01	Endothelial	1.326844521	2.114969222
Irx3	1.80635E-93	0.974826277	0.263	0.001	Endothelial	0.977978687	1.990420218
Uaca	2.3849E-92	1.306863741	0.508	0.189	Endothelial	1.69057195	2.272060228
Crip2	3.75959E-92	1.426552943	0.559	0.177	Endothelial	1.85725088	2.368084543
Ctnnb1	3.76587E-92	1.518457024	0.626	0.102	Endothelial	1.865866688	2.275080384
S100a16	3.76798E-92	1.368242696	0.419	0.014	Endothelial	1.434116863	2.154970792
Nxpe2	5.28545E-91	1.159682095	0.302	0.015	Endothelial	1.185777952	2.144215653
Eogt	3.24136E-89	1.06599472	0.296	0.008	Endothelial	1.08194831	2.02647254
Sema3g	3.23687E-86	1.029981257	0.229	0	Endothelial	1.031251309	2.183632821
Pdgfb	4.27078E-86	0.981319367	0.274	0.002	Endothelial	0.988249673	1.968648272
Mecom	7.25397E-86	0.797561961	0.24	0.001	Endothelial	0.80056304	1.809417333
Isg15	9.72755E-86	1.07143306	0.302	0.003	Endothelial	1.086069502	2.015659743
Rasgrp3	1.43996E-83	0.978987196	0.268	0.003	Endothelial	0.987033838	1.984742152
Ets2	3.11898E-83	0.984876099	0.302	0.004	Endothelial	0.999035741	1.900180552
Sema7a	3.83277E-83	1.099510633	0.374	0.012	Endothelial	1.160183028	1.92458104
Tnfrsf19	2.18952E-82	0.941685664	0.229	0.001	Endothelial	0.94399954	2.061206409
S1pr1	5.47407E-78	1.087062592	0.291	0.004	Endothelial	1.104932278	2.073183011
Afap1l1	7.96399E-75	1.008098714	0.318	0.045	Endothelial	1.078429567	1.959032985
Sgk1	1.29833E-74	1.293040258	0.318	0.009	Endothelial	1.335461867	2.282227537
Elk3	1.11764E-73	0.994087902	0.302	0.01	Endothelial	1.021585785	1.930419553
Hbegf	5.94697E-72	1.219418033	0.296	0.013	Endothelial	1.259735507	2.254035915
Scarf1	6.34875E-72	0.78788918	0.223	0.001	Endothelial	0.792533871	1.857892836
Oaz2	1.06626E-71	1.111070294	0.547	0.313	Endothelial	1.730077077	2.248877367
Vamp5	1.13035E-70	1.16013353	0.408	0.131	Endothelial	1.419174883	2.161485052
Fgd5	1.67178E-69	0.935496104	0.24	0.004	Endothelial	0.947155966	2.024247013
Cgnl1	2.2002E-69	1.322180637	0.492	0.168	Endothelial	1.737661446	2.354015
Smarca2	3.39469E-69	1.153668019	0.709	0.508	Endothelial	2.571896174	2.892653283
Hip1	5.71846E-69	1.348389598	0.458	0.077	Endothelial	1.572637694	2.234022183
Maoa	1.87621E-67	1.101174462	0.313	0.018	Endothelial	1.152096862	2.069353248
Ptprg	9.89474E-67	1.211151792	0.391	0.059	Endothelial	1.354651412	2.122600838
Grrp1	2.64999E-66	0.900887396	0.235	0.005	Endothelial	0.914454334	1.997866549
Bcam	9.79694E-66	0.754943406	0.223	0.002	Endothelial	0.761971973	1.810364336
Phldb2	1.25657E-63	1.1364813	0.335	0.016	Endothelial	1.206794879	2.078092471
Limch1	2.2044E-62	1.150550789	0.419	0.159	Endothelial	1.515452679	2.248783537
Col18a1	2.38695E-58	1.074161252	0.296	0.012	Endothelial	1.136770895	2.097872413
4931406P16Rik	7.03224E-58	1.168990669	0.447	0.072	Endothelial	1.41581436	2.077018897
Bhlhe40	3.90236E-57	1.043622603	0.268	0.009	Endothelial	1.082859366	2.114262973
Ndrg1	4.88211E-57	1.146196424	0.369	0.027	Endothelial	1.273162223	2.076428249
Ackr3	1.63753E-56	1.020183216	0.296	0.011	Endothelial	1.071882159	2.013231349
Adam15	3.56045E-53	1.022322284	0.296	0.03	Endothelial	1.101354192	2.051882284
Cyyr1	5.91917E-53	0.869680986	0.279	0.037	Endothelial	0.945897558	1.892952721
9430020K01Rik	9.60066E-53	1.087932585	0.374	0.109	Endothelial	1.326657395	2.127784281
Tril	1.09479E-52	0.829879894	0.24	0.006	Endothelial	0.856185888	1.892675632
Ehd2	1.9123E-52	0.963931322	0.268	0.011	Endothelial	1.007698826	2.01304836
Tec	4.53432E-52	0.95423034	0.207	0.006	Endothelial	0.97347975	2.193729078
Tjp1	7.42721E-52	1.048473862	0.363	0.125	Endothelial	1.29771166	2.119591614
